id;etiqueta_heuristica;etiqueta_manual;anotador;documento_id;chunk_id_origen;posicion_relativa;etiqueta_retorica_origen;subtipo;razon_planb;longitud_palabras;texto
t2_neg_000013;no_contribucion;no_contribucion;;122484558.txt;doc_122484558_sec02_chk06;8157;METH;negativo_facil;zona_sin_senales;411;"4.1. Tipo de estudio El tipo de estudio para la presente investigación es descriptivo porque busca señalar las características más sobresalientes de la población en cuestión con respecto al impacto del aprendizaje invertido en la calidad de la educación en la enseñanza de inglés, trabajo realizado por docentes en formación en una básica primaria de un colegio público de Bogotá. De acuerdo con Hernández, Collado y Baptista 2010, los estudios descriptivos sirven para analizar cómo es y cómo se manifiesta un fenómeno y sus componentes, lo cual es totalmente pertinente para el presente estudio. Asimismo, el enfoque elegido para la investigación es el de investigación-acción; desde la perspectiva de Elliott 2000, es definida como la reflexión que se hace sobre la mejora del accionar en una determinada situación y se caracteriza por trabajar en el desarrollo de las dificultades prácticas en lugar de las teóricas. En el entorno educativo cotidiano, su objetivo principal es modificar determinadas problemáticas una vez se haya concientizado sobre ellas. Es decir, se crea un plan de acción, el cual inicia con el diseño de una propuesta para la solución de un problema ya detectado, luego dicho proyecto se lleva a cabo mediante las acciones de implementación sobre un determinado grupo de sujetos; lo que permite realizar una observación del proceso para reflexionar si lo planteado funciona o por el contrario se deben realizar ajustes que hacen posible crear un nuevo plan de acción con el fin de buscar la excelencia. Teniendo en cuenta lo experimental, el análisis se realizará sobre la básica primaria del colegio objetivo, jornada tarde. Diario de campo Observación de los docentes en formación Encuesta inicial y final Reflexiones de los estudiantes Prueba diagnóstica inicial y final Para la presente investigación, los siguientes serán los momentos de su desarrollo: Etapa1: Se recolectará la información necesaria en relación con el problema de investigación. Se revisará la literatura existente con respecto al tema y se empezarán a organizar los constructos del marco teórico. Etapa 2: Una vez ya se tiene el marco teórico y claridad en la metodología de investigación, se procederá a hacer el análisis de datos de manera cualitativa a partir de la teoría fundamentada en datos y se conformarán las categorías temáticas utilizando el software Atlas.ti, última versión. Etapa 3: Se realizará la presentación del análisis en forma de conclusiones y presentación formal del proyecto, compartiéndolo con la comunidad académica por medio de ponencias y un artículo en una"
t2_pos_000093;contribucion;contribucion;;87543111.txt;doc_87543111_sec01_chk05;5474;INTRO;positivo_planb_alto;explicito_propio;679;18 FRITH SIMON: Hacia una estética de la música popular. En: Las culturas musicales: lecturas de etnomusicología, CRUCES VILLALOBOS, Francisco, Editorial Trotta, España, 2001. p 10. p 487. M. Expósito, revisada por J. Barrientos. capitalista en el cual la máquina aparece como un mecanismo de sujeción hacia ese sistema, forma parte de él, por lo tanto la sujeción actúa, como opina Lazzarato, siguiendo las exigencias del poder. Por otro lado, también como dice el autor une a cada individuo a una identidad propia y sabida. De esta manera en nuestro análisis podemos comprender como los músicos pueden, dentro del sistema que significa el rock, utilizar máquinas estando bajo servidumbre hacia ellas o sujetos a ellas para intentar aunque parezca, de forma absolutamente individual imponiendo un enunciado, sino que responde a enunciados colectivos que tienen que ver de forma directa con ese sistema donde transcurre la comunicación: 21El enunciado es siempre colectivo, incluso cuando parece haber sido emitido por una singularidad solitaria como la del artista. Existe otro concepto explicado por Lazzarato al que llama máquina abstracta, que es el que permite avanzar más allá de la producción estandarizada. Mediante este concepto de máquina aparecen posibilidades de procesos de subjetivación independientes, autónomos: de las relaciones de poder y de saber se escinden procesos de subjetivación que escapan a ellas. Coincidimos con el autor en que la relación del sujeto con la máquina de manera abstracta permite un funcionamiento transversal a lo impuesto, a lo esperado, existencial. En nuestra opinión esta última posibilidad es la que permite la creación artística y es la que se logra en parte, en los discos de Charly García expuestos en este trabajo. Funciona dentro del sistema que conlleva implícito el rock, pero aporta elementos nuevos desde la subjetivación. La máquina actúa relacionada con el músico como parte de un mecanismo de expansión de ideas sonoras involucrándose en un sentido estético y formando parte importante de la propuesta. Algunos ejemplos sonoros de Charly García en Yendo de la cama al living En los comienzos de la década del ochenta el estilo new wave aparece como soporte en M. Expósito, revisada por J. Barrientos. el que Charly, como solista, se basa para desarrollar sus ideas estéticas. La posibilidad de acceso a las nuevas tecnologías, utilizadas sobre todo desde lo rítmico - percusivo, devienen en sonoridades que son utilizadas como recurso compositivo. Las funciones texturales basadas en la instrumentación también son una característica importante en las producciones del músico en ese momento. Charly se encuentra en 1982, a pesar de ser ya un histórico dentro del mundo del rock, como parte de lo novedoso del movimiento cultural argentino, de lo actual. En esas producciones aparecen por primera vez en la música nacional sonoridades provenientes de aparatos generadores de sonidos idea de loop como material y una tendencia a minimizar, utilizando texturas de poca densidad en comparación a producciones anteriores como Serú Girán o La máquina de hacer pájaros. La búsqueda de esas nuevas sonoridades comienzan en su primer disco solista Yendo de la cama al living 1982, grabado en el mes de agosto en la ciudad de Buenos Aires, en los estudios Ion, a través de la discográfica Interdisc EMI. Allí aparece por ejemplo en el tema homónimo un sonido de redoblante y bombo generado desde la máquina. bombo en el tiempo uno y tres redoblante en el tiempo dos y cuatro. Aparte de lo tímbrico es muy interesante el efecto sonoro logrado desde la presencia de sonidos agudos estridentes utilizados como elemento de desequilibrio, el plano sonoro del redoblante, que igual que su ecualización. El bajo y la voz cuando van hacia notas agudas tienen una presencia y contundencia que provocan un contraste notorio con el resto de la instrumentación en el minuto 224 la voz sostiene una nota aguda durante cinco segundos que va incrementando su intensidad hasta un corte brusco. El bajo ejecutado con la técnica de slap en el minuto 0105o a partir del minuto 0316 hasta el final fade out.. Otra característica que aparece en esa canción es el cambio en la manera de
t2_pos_000016;contribucion;contribucion;;2582850.txt;doc_2582850_sec01_chk01;4;INTRO;positivo_planb_alto;explicito_propio;491;La seguridad social ofreció por más de una centuria una solución para la provisión de recursos en la vejez a los seres humanos, creando contratos intergeneracionales para transferir recursos de trabajadores activos a los ancianos. El tiempo pasó, hay menos jóvenes, cada vez más viejos y éstos son más longevos. Desde hace unas décadas se busca complementar o reemplazar, en distintas realidades, a los esquemas tradicionales de reparto, por la acumulación de recursos para la vejez en activos financieros. Pero aún suponiendo que hoy un jubilado accediera a recursos para solventar sus años esperados de retiro, se enfrenta a incertidumbre fundada sobre dicha expectativa. Cada día que pasa, la esperanza de vida se extiende en horas para todos los grupos de edades. Poseer recursos financieros y una esperanza matemática de certidumbre de rentas. La clave parecería estar en un seguro de longevidad, que implícitamente otorgaban los sistemas de seguridad social estatales, hoy muy exigidos por la demografía y la carga tributaria de contribuciones sobre las nóminas. Los mercados aseguradores ofrecen hace siglos cobertura contra la longevidad, como sólo el seguro puede hacerlo: calzando en un colectivo de asegurados a personas con mayor y menor longevidad, de modo que la mayor necesidad de recursos de los primeros sea solventada con las primas excedentes de los segundos. Las rentas vitalicias se pueden rastrear en la antigua Roma o en las potencias marítimas europeas del Siglo XVIII, pero sorprende que cuando se examinan los datos contemporáneos, los mercados estén tan poco desarrollados en el mundo. Este trabajo se propone contestar una serie de preguntas sobre la base de examinar la literatura teórica y la evidencia internacional disponible sobre los mercados de rentas vitalicias: cada sección de este estudio procura contestar una pregunta. Tiene tanta dimensión el problema del envejecimiento de la población en el mundo? Cómo se ha ido complementando o reemplazando a la seguridad social con ahorros capitalizados? Qué productos financieros existen para aprovechar esos ahorros en el retiro? Si las rentas vitalicias tienen tantos aparentes atractivos Por qué pocos las compran voluntariamente? Escapa España a las generales de la ley? Qué cuestiones regulatorias importan a la hora de pretender expandir el instrumento? Se pueden pensar reformas para expandir el mercado español de rentas vitalicias? La segunda sección, tras esta Introducción, se refiere al problema del envejecimiento en el mundo. En la tercera se analizan los ahorros para el retiro que se han acumulado en décadas recientes. La cuarta se ocupa de la desacumulación de ahorros en la vejez a través de diversos productos financieros, mostrando las ventajas relativas de las rentas vitalicias frente a sus alternativas. Qué tan buen negocio son las rentas vitalicias, es la cuestión abordada en la quinta sección. El mercado español de rentas vitalicias, hipotecas inversas y seguros de dependencia es la temática abordada a continuación. La séptima sección explora cuestiones regulatorias. Por último, se esbozan sintéticas conclusiones y un conjunto de propuestas de política como recomendaciones. 3
t2_pos_000029;contribucion;contribucion;;68240573.txt;doc_68240573_sec14_chk07;9415;CONC;positivo_planb_alto;entidad_propia_objeto;442;"En el presente trabajo se ha implementado un sistema robusto para la clasificación de complemento. Las imágenes analizadas para extraer información son de profundidad. Dichas imagen ha sido extraída de dos cámaras ToF Kinect II ubicada en una posición cenital. Dada una región de interés alrededor de una persona previamente detectada, la solución medidas a diferentes alturas en la región correspondiente a la cabeza y hombres, y un clasificador basado en PCA. Se han llevado acabo numerosas pruebas experimentales para la evaluación del sistema desarrollado. En ellas para verificar el ratio de acierto del sistema. Durante ellas se han utilizado distintos tipos de vídeos en los que hay diferentes ángulos de grabación, distintos individuos con complexiones físicas distintas y diferentes complementos. En todos los casos se han obtenido resultados que han permitido validar el sistema implementado en este TFG. Para la obtención de resultados se han considerado cinco clases, organizadas de forma jerárquica de menor a mayor complejidad, obteniéndose los siguientes resultados: Estudio de dos clases: se engloban los resultados sin sombrero y con sombrero gorra, sombrero grande,mediano y pequeño. Se obtiene que un 97,9 de aciertos a la hora de Esta es la clasificación mas sencilla y en la que mejores resultados se obtienen. Estudio de tres clases: en el siguiente paso, se desglosan mas las clases, generando una clasificación de: sin sombrero, con gorra y con sombrero que incluye sombreros grandes, medianos y pequeños en una única clase. En este caso, los resultados son los siguientes: 46 Capítulo 5. Conclusiones y líneas futuras Estudio de cuatro clases: en este estudio se muestra una clasificación mas amplia y extensa en la que se comprueba los porcentajes de éxito del sistema dividiendo en Sin sombrero, Con gorra, Con sombrero pequeño o mediano, y Con sombrero grande dando los siguientes porcentajes: Sin sombrero: 92,3; Con gorra: 93,; Con sombrero pequeñomediano: 82,4; Con sombrero grande: 86,1. De esta manera se comprueba que cuanto mas se particulariza la exactitud decae. Estudio de cinco clases: En el estudio de todas las clases los resultados son los siguientes: Sin sombrero: 92,3; Con gorra: 88,9; Con sombrero pequeño: 70,4; Con sombrero mediano: 68,3; Con sombrero grande: 86,1. Los aciertos durante este estudio son algo inferiores, sin embargo conviene destacar la complejidad del problema planteado. Para la clasificación se han estudiado dos alternativas para el cálculo del error de recuperación de PCA: la distancia euclídea y la de Mahalanobis, obteniendo mejores resultados en el caso de la distancia Euclídea. En conclusión el proceso de clasificación ha sido alcanzado con éxito. Aun así queda mucho trabajo de mejora y especialización."
t2_pos_000073;contribucion;contribucion;;84100509.txt;doc_84100509_sec01_chk01;0;INTRO;positivo_planb_alto;pasivo_anclado_trabajo;375;Los procesos de construcción de región en América del Sur2 han contribuido al fortalecimiento de estrategias de cooperación internacional universitaria yo de internacionalización de la educación superior y la producción de conocimiento. Independientemente de la orientación del proyecto político regional en cuestión, el regionalismo sudamericano cuenta con agendas de política regional para la educación superior. La profundización de estas agendas en la última década ha visibilizado las acciones bilaterales de cooperación universitaria entre los gobiernos de la región así como las experiencias de las propias instituciones universitarias y sus actores e incidido en la conformación de un nuevo campo de estudios, si bien aún incipiente. El mapa actual de la región sudamericana delimita un escenario complejo, signado por el solapamiento entre acuerdos de integración regional que, a la vez, representan proyectos políticos de región diferentes. Así, el regionalismo sudamericano presenta seis acuerdos con una historicidad propia y rasgos disímiles en lo que refiere a sus objetivos y vitalidad: el Mercado Común del Sur MERCOSUR, la Comunidad Andina de Naciones CAN, la Unión de Naciones Suramericanas UNASUR, la Alianza Bolivariana para los Pueblos de Nuestra América Tratado de Comercio de los Pueblos ALBA-TCP, la Alianza del Pacífico Alianza y la Comunidad de Estados Latinoamericanos y Caribeños CELAC. El argumento que desarrollamos en este trabajo firma que los procesos de integración regional en curso en América del Sur en tanto espacio de regionalismo regulatorio están promoviendo políticas de internacionalización de la educación superior. Dado que el mapa del regionalismo sudamericano se caracteriza por la diversidad de proyectos políticos, la promoción de la internacionalización de la universidad da cuenta, consecuentemente, de formas de encaminar este 1 Este trabajo se realizó para una publicación colectiva de la Red de Estudios sobre Internacionalización de Educación Superior en América latina RIESAL. abordamos los procesos de regionalismo y regionalización de la educación superior en Centroamérica y Caribe. Además, en términos geopolíticos, retomamos los aportes de Alberto Methol Ferré 2009 respecto de que la unidad de América Latina se inicia a partir de la unidad de América del Sur porque en este último se encuentra el núcleo básico de aglutinación: la unidad argentino-brasilera. Revisitando estos aportes como se desarrolla en este trabajo, el núcleo de aglutinación sudamericano incluye también a Venezuela.
t2_neg_000097;no_contribucion;no_contribucion;;97316522.txt;doc_97316522_sec09_chk05;7628;METH;negativo_facil;zona_sin_senales;401;DESARROLLO: Tras mes y medio de intervención, se realizó la reevaluación de los tres casos - Caso 1 Barthel inicial Barthel post-tto Lawton Brody inicial Lawton Brody posttto MEC inicial presentado cambios cuantitativos. Prácticamente era independiente al principio de la intervención, ya que es ambidiestro. Lo que ha cambiado de enero a marzo, es que ha sido capaz de una mayor integración de su mano derecha en las actividades gracias a nuestro consejo terapéutico y estímulo para ello. En cuanto a la escala de Lawton Brody, ha subido un punto con respecto a la primera evaluación. En la reevaluación, nos comenta que es capaz de utilizar el teléfono con iniciativa propia, y que realiza pequeñas tareas del hogar como hacer la cama. También es - Caso 2 Barthel inicial Barthel post-tto Lawton Brody inicial Lawton Brody posttto MEC inicial En este caso, se observan cambios favorables en el índice de Barthel, ya que aumenta en 15 puntos los resultados obtenidos frente a la valoración inicial. Estos cambios se deben a que se consiguió una alimentación y vestido independientes. También a que es capaz de subir y bajar escalones de manera independiente. En cuanto a la escala de Lawton Brody, el incremento en la puntuación se debe a que se hace responsable de su medicación, las dosis y las horas en las que tomarla. La evolución de este caso, fue bastante lento hasta que sugerimos a su mujer que evitara la sobreprotección y le dejaran hacer las cosas por sí mismo. Tras esta recomendación, se produjo una evolución notable de la funcionalidad de la mano derecha. - Caso 3 Barthel inicial Barthel post-tto Lawton Brody inicial Lawton Brody posttto MEC inicial Al observar esta tabla y mirar los resultados que se obtuvieron con la escala una leve actividad funcional de miembro superior derecho. La realidad, es que es ambidiestro, por lo que realiza todas las actividades con la mano izquierda. En cuanto a la valoración de la escala de Lawton Brody la puntuación ha mejorado en 1 punto porque participa en el cuidado del hogar en pequeñas tareas, aunque sus hijas siguen ayudándole en lo que necesita, en cuanto a actividades que requieren coordinación bimanual. Durante el proceso de intervención, se consiguió utilizar la mano derecha como sujeción o apoyo para que en un futuro pueda utilizar esa mano, por ejemplo, para sujetar el yogourt mientras se lo come con la izquierda.
t2_neg_000026;no_contribucion;no_contribucion;;166534.txt;doc_166534_sec08_chk02;467;METH;negativo_facil;zona_sin_senales;408;"trimestral Poblaciones. Relaciones entre especies. Nicho ecológico y hábitat. 7 12 1.18.b. Existen cálculos teóricos que intentan representar de manera simplificada algunos fenómenos que ocurren en la realidad; esto permite hacer interpretaciones y predicciones. La curva del gráfico anterior representa el crecimiento de una población de gorriones con recursos N del tramo Expresiones explicativas La tasa de crecimiento disminuye La tasa de crecimiento alcanza un valor máximo El crecimiento de la población es exponencial La tasa de crecimiento se acelera Reconocimiento de patrones y tendencias RPyT Comprensión del problema CP Conversión de representaciones CR Emisión de la respuesta ER El diseño experimental aplicado es un diseño cuasiexperimental del tipo Pretest-Postest con pues se trata de grupos ya formados. Es uno de los diseños más utilizados en Ciencias Sociales. Podría simbolizarse como Cook y Campbell, 1979: Tiempo N úm er o de in du os Donde se indica que hay dos grupos, uno, el grupo experimental, referido en la parte superior de la línea, que ha experimentado tratamiento X. El segundo grupo, llamado grupo control, referido en la parte inferior de la línea, no experimenta tratamiento alguno. El grupo experimental fue un grupo de estudiantes de 4o curso de Educación Secundaria 4o3o, mientras que el grupo control, fue otro grupo 4o5o del mismo establecimiento educativo que permanecía bajo las enseñanzas habituales de su profesora. Un cuestionario Pretest-Postest fue aplicado a ambos grupos para evaluar los efectos de la Secuencia Didáctica. Respecto al cuestionario Pretest-Postest, constó de un texto introductorio sobre las distintas denominaciones del ave Zonotrichia capensis, y una RGC de líneas comparativas Fig. 3, que describe un hipotético estudio sobre su densidad de población y sus diferentes denominaciones según la región argentina en que habita: chingolo en la Patagonia, cachilo en la región Este y marumbé en el Litoral. Luego se enunciaron 17 cuestiones, las cuales podían responderse mediante tres opciones de respuestas siguiendo la escala Likert: 1 en desacuerdo, 2 ni acuerdo, ni desacuerdo, o 3 en acuerdo. Cada ítem se definió intencionalmente teniendo en cuenta las funciones cognitivas, las actividades ligadas a la semiosis, las dimensiones y los indicadores que figuran en el Tabla 2. Tuvo buenas características psicométricas Alfa de Cronbach: 0,761 y fue el resultado de un proceso de validación en el que participaron siete expertos internacionales en la materia. La Tabla 7 ejemplifica el ítem 1 propuesto para la actividad semiótica de formación, a través del indicador:"
t2_neg_000081;no_contribucion;no_contribucion;;84100427.txt;doc_84100427_sec01_chk01;0;INTRO;negativo_dificil;objetivo_sin_novedad;465;"La ética es un concepto que siempre ha tenido un grado de importancia entre las diferentes sociedades, por lo que es común escuchar en una sociedad, grupos organizados o bien en una empresa, diálogos relacionados con comportamientos antitéticos o bien conductas que se resaltan por el nivel de ética mostrada. En Costa Rica, desde hace una década, aproximadamente, este concepto ha tomando mayor importancia, ya que es un término que para algunos investigadores está de moda; puesto que en los libros, empresas y link electrónicos, varios autores vienen haciendo énfasis en él. En este país, dicho término tomó mayor interés, desafortunadamente, a través de una serie de acontecimientos de carácter político, empresarial, religioso, social y deportivo que se catalogan como antiéticos. A raíz de ello, existe una preocupación mayor en los ciudadanos, empresas, gobierno, grupos organizados, entre otros; ya que algunos sectores de la población relacionan las conductas incorrectas con la pérdida de valores en los individuos y por ende en la sociedad costarricense. Lamentablemente en el sector público de Costa Rica los comportamientos que se han juzgado como antiéticos han venido en aumento, ya que cada vez es más común escuchar sobre casos de enriquecimiento ilícito, tráfico de influencias, extorción, pago de dadivas, entre otros casos que tachan la imagen y el trabajo del funcionario público. Los antecedentes descritos inicialmente, son quienes dan pie a este estudio, ya que se busca determinar cuál es el comportamiento ético idóneo que debe presentar el personal a cargo de la gestión universitaria, analizándose específicamente un proceso, el de compras, y un espacio determinado, el Recinto de Guápiles de la Universidad de Costa Rica UCR. Un funcionario universitario, tiene las mismas responsabilidades de todo colaborador que trabaje en el ámbito estatal, sin embargo; a nivel nacional los acontecimientos que han sido denunciados ante los Tribunales de Justicia u otras entidades encargadas de emitir un criterio, encierra otras áreas o empresas del sector público. De ahí el interés de conocer cuál es el trabajo que se está llevando a inadecuados ni propios para la administración pública se presenten en las universidades estatales de Costa Rica. Es por ello que es interesante conocer cuál es proceso que se lleva a cabo en la unidad administrativa del Recinto de Guápiles, que permite un manejo apropiado de los fondos públicos y las gestiones administrativas correctas según lo señala la Ley de Administración Pública de este país. Así como conocer cuál es la metodología de trabajo implementada en dicha unidad de trabajo. Por lo tanto, el objetivo final de dicha investigación es identificar cuál es el comportamiento idóneo y deseado por parte de un trabajador que labore en la administración pública. Asimismo, se pretende enumerar los beneficios que conlleva un comportamiento ético para la gestión administrativa en las unidades estatales de Costa Rica."
t2_pos_000031;contribucion;contribucion;;69981028.txt;doc_69981028_sec08_chk02;779;CONC;positivo_planb_alto;explicito_propio;453;Este estudio aporta un panorama exhaustivo y actualizado de la investigación sobre la retención y el abandono estudiantil en Latinoamérica y el Caribe. De los cinco factores propuestos factor individual. Entre las variables que responden a este factor destaca, la variable adaptación, como la variable más mencionada dentro de los estudios. Otro factor que se releva en este estudio es el académico, entre las variables que agrupa destaca rendimiento Académico, lo que da cuenta del rol las instituciones universitarias juegan a la hora de disminuir el abandono. En este contexto, la evidencia señala la importancia de que las instituciones de ESUP, puedan realizar intervenciones en beneficio de los estudiantes, generando ambientes favorables en la adaptación e integración a la vida universitaria, acompañamiento psicológico, relaciones entre profesores y estudiantes, entre otras cosas. Igualmente, los estados deben impulsar políticas públicas que permitan a los estudiantes optar por permanecer o abandonar sus socioeconómica. El factor económico agrupa una cantidad importante de variables. Esto podría dar cuenta de los desafíos pendientes que las sociedades latinoamericanas y en particular los estados tienen en sus estudios superiores por razones económicas es una gran cortapisa para el desarrollo económico y social de la región y que ciertamente forma parte de un circuito que perpetúa la exclusión y la pobreza en el continente. En base al panorama presentado, se desprenden cuatro objetivos que debe perseguir la investigación sobre abandono en Latinoamérica y el Caribe. 1 Es necesario contar con un concepto central unificado que permita un lenguaje en común y a su vez posibilite la comparación entre distintas investigaciones dentro de la región. 2 Solo un pequeño porcentaje 11 de las investigaciones busca sistematizar y analizar intervenciones que han tenido por objetivo aumentar la retención en las instituciones. Es necesario incentivar este tipo de investigaciones, debido a la importancia que tienen a la hora de modificar el fenómeno. indicadores o modelos estadísticos. Estas variables deben ser medidas indirectamente a través de instrumentos adecuados Borsboom, 2008. 3 Se debe tener mayor rigurosidad al momento de medir variables latentes. Son pocos los estudios que utilizan instrumentos adecuados para medir aquellas variables, lo que impide determinar si los resultados obtenidos son confiables. 4 Finalmente, redefinir los factores ALFA-GUIA propuestos, específicamente individualacadémico ya que teóricamente se pueden diferenciar pero prácticamente hay muchas variables que se correlacionan. También es necesario evaluar si el factor cultural atiende a estas dimensiones, o es de segundo orden, debido a la alta complejidad de su medición. El cumplimiento de estos objetivos permitirá investigaciones de calidad, tanto en la información entregada como en la elaboración de resultados comparables entre países, de carácter longitudinal y confiable que permitan reducir el abandono estudiantil en la educación superior en Latinoamérica y el Caribe.
t2_neg_000037;no_contribucion;no_contribucion;;65622197.txt;doc_65622197_sec02_chk03;2822;INTRO;negativo_dificil;objetivo_sin_novedad;463;"En EDINSOST participan 10 universidades y 14 titulaciones de los ámbitos de la educación y de la ingeniería, entre grados y másteres. Entre ellas se encuentra el grado en Ingeniería Informática, impartido por la Facultad de Informática de Barcelona FIB, donde se ha realizado el presente estudio. En JENUI se han presentado previamente diversas propuestas para introducir la sostenibilidad en los estudios de Grado en Ingeniería Informática. En orden cronológico de aparición, se ha propuesto un marco genérico para la inclusión y evaluación de competencias en el Trabajo de Fin de Grado TFG 24; una guía y pautas para formar a los estudiantes en la competencia de Sostenibilidad y Compromiso Social, incluyendo la definición del informe de Sostenibilidad en el TFG 9; el citado proyecto EDIN- SOST, que propone un marco global para alcanzar el objetivo propuesto en el ámbito de las ingenierías y, en general, en las titulaciones de educación superior en España 17; y, más recientemente, un cuestionario para evaluar el nivel de sostenibilidad de los estudiantes de grados en ingeniería TIC 13 y las reflexiones y cambios producidos en el informe de Sostenibilidad del TFG a partir de la experiencia adquirida 4. En la FIB, el informe de sostenibilidad es un elemento clave para el aprendizaje de la competencia Sostenibilidad y Compromiso Social. Este informe se integra de forma obligatoria en el TFG en un capítulo específico. Suele empezar con una autoevaluación del alumno de su conocimiento sobre sostenibilidad, y continúa tratando las implicaciones económicas, medioambientales y sociales del proyecto. Estas implicaciones se analizan utilizando una Matriz de Sostenibilidad que define, para cada dimensión de la sostenibilidad social, ambiental y económica, tres hitos en el desarrollo del proyecto: el primero se refiere a la planificación, desarrollo e implantación; el segundo abarca desde la implantación al desmantelamiento; y el tercero estudia los riesgos durante todo el proyecto. Para poder realizar el informe de sostenibilidad, el alumno dispone de una guía de la sostenibilidad2 y de información adicional3, como vídeos y ejemplos en la página web 4, 9. Este artículo, enmarcado en el proyecto EDIN- SOST, tiene por objetivo analizar el grado de aprendizaje de sostenibilidad que han adquirido los alumnos de la FIB a lo largo de sus estudios en la univerra específica de sostenibilidad, sino que trabajan la sostenibilidad en varias asignaturas técnicas a lo largo de sus estudios. Estas asignaturas forman un itinerario de sostenibilidad que es coordinado por dos profesores, responsables de la competencia Sostenibilidad y Compromiso Social. En este trabajo se pretende comparar el nivel de conocimiento en sostenibilidad que muestran los alumnos al inicio de los estudios primer curso con el observado al final de la carrera al realizar el TFG, sobre la hipótesis de partida de que los estudios realizados mejoran sus competencias en sostenibilidad."
t2_pos_000041;contribucion;contribucion;;77897970.txt;doc_77897970_sec09_chk10;9163;CONC;positivo_planb_alto;entidad_propia_objeto;622;A medida que la sociedad avanza, se consiguen superar diversos retos desde el punto de vista de la accesibilidad como la supresión de las barreras del entorno físico y facilitar que las personas que sufran alguna discapacidad puedan desenvolverse sin restricciones y de una manera independiente. barreras físicas, sino que resulta imprescindible que internet sea accesible a todo tipo de personas. Los usuarios cada vez pasan más tiempo en este medio, y por lo tanto uno de los principales objetivos es que puedan acceder al contenido digital. La actual incorporación de las WCAG 2.1, como una nueva recomendación de la W3C contempla nuevos criterios que miden el nivel de cumplimiento de la accesibilidad Web. Por ello, queda patente la necesidad de que los profesionales digitales pertenecientes a empresas tanto importancia de la accesibilidad Web como vertiente esencial para facilitar el acceso de contenidos a todo tipo de usuarios independientemente de su discapacidad, sino porque las nuevas tecnologías van evolucionando, y surgen nuevos errores de accesibilidad que deben ser corregidos. Tanto los desarrolladores Web, como diseñadores o expertos digitales vinculados en la creacióndesarrolloprogramaciónactualización de la Web, deben tener nociones básicas de consecuencias sobre los usuarios que finalmente van a poder consultarlo. Por lo tanto, las WCAG 2.1 son hasta el momento una recomendación de la W3C, pero con el tiempo se podrían convertir en una normativa que deberán cumplir determinadas empresas y que por lo tanto deben ser tenidas en cuenta. Además, se puede concluir que efectivamente la accesibilidad Web tiene que ser revisada de forma periódica, puesto que cualquier cambio de diseño que se aplique en la página, nuevos desarrollos de programación, así como el contenido que se actualiza, puede afectar a la accesibilidad Web. De ahí que, tras la irrupción de los dispositivos móviles y los nuevos lenguajes de programación como HTML 5, requieren de una adaptación de los criterios de conformidad de la accesibilidad Web, y mediante las WCAG 2.1, dicha adaptación queda cubierta en todos los aspectos. El WCAG-EM se configura como un modelo que establece los pasos necesarios para poder llevar a cabo el análisis de la accesibilidad Web, así como las herramientas automáticas que complementen el proceso de evaluación manual. Como apoyo a este modelo este estudio ha aportado el desarrollo de una herramienta que permite medir un conjunto de indicadores que facilitan la evaluación y comparación de la accesibilidad Web de cada una de las páginas en base a cada uno de los criterios establecidos. El profesional experto encargado de la accesibilidad Web tiene que cumplir además con ciertas habilidades y capacidades profesionales, entre ellas saber manejar e interpretar cada una de las herramientas disponibles en el mercado. Se deduce además de esta investigación, que debido a la reciente incorporación de la versión WCAG 2.1 aún se debe esperar a que las herramientas presentes en el mercado se adapten a esta nueva recomendación y que el experto de accesibilidad Web pueda usarla, ya que hasta ahora solo se han encontrado dos herramientas que de alguna forma lo evalúan de forma completa o una parte, como es el caso de la herramienta Audit Tool WCAG 2.1 o la herramienta de contraste de sonidos Audacity. Las WCAG 2.1 irrumpen en el ámbito de la accesibilidad Web con tanta fuerza que en unos años veremos cómo se convierte en una transición hacia las WCAG 3.0 para adaptarse a las futuras evoluciones tecnológicas. Todo un reto para el sector digital, y por supuesto, nuevas medidas que ayudarán a romper esas barreras que aún existen hacia el contenido digital por parte de muchos usuarios con discapacidad. El objetivo es seguir avanzando para que esas barreras nunca tengan que producirse ni tecnológica ni físicamente.
